system:index,B2_max,B2_max_1,B2_mean,B2_median,B2_min,B2_stdDev,B3_max,B3_max_1,B3_mean,B3_median,B3_min,B3_stdDev,B4_max,B4_max_1,B4_mean,B4_median,B4_min,B4_stdDev,B5_max,B5_max_1,B5_mean,B5_median,B5_min,B5_stdDev,B6_max,B6_max_1,B6_mean,B6_median,B6_min,B6_stdDev,B7_max,B7_max_1,B7_mean,B7_median,B7_min,B7_stdDev,Cultivo,GlobalId,NDVI_max,NDVI_max_1,NDVI_mean,NDVI_median,NDVI_min,NDVI_stdDev,SAVI_max,SAVI_max_1,SAVI_mean,SAVI_median,SAVI_min,SAVI_stdDev,.geo
00000000000000000ec6_0,741,518,477,461,223,230,966,513,709,699,453,196,1189,929,722,750,260,400,6345,4679,3140,2348,1666,1697,3309,1405,2687,2781,1904,517,2509,1543,1713,1642,966,701,S,544,9211,6927,5372,4770,2284,3086,13816,10390,8058,7153,3426,4628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81976714913097,-33.88261097065591]}"
00000000000000000ec7_0,831,603,515,693,228,249,1099,658,735,847,441,222,1427,1161,766,1031,266,435,6492,4850,3137,2692,1642,1675,3730,1824,2808,3009,1906,582,3012,2034,1861,2319,978,785,S,544,9202,6967,5260,3071,2235,3082,13803,10452,7890,4606,3351,4623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82030613830144,-33.88207198148544]}"
00000000000000000ec8_0,716,490,473,465,226,223,923,479,687,683,444,183,1144,881,690,699,263,383,6509,4895,3109,2301,1614,1754,3321,1455,2693,2827,1866,538,2572,1615,1747,1692,957,730,S,544,9211,6871,5447,4952,2340,3070,13815,10305,8170,7427,3510,4605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81976714913097,-33.88207198148544]}"
00000000000000000ec9_0,741,518,480,472,223,236,978,532,706,691,446,203,1209,947,721,731,262,409,6375,4690,3139,2372,1685,1680,3351,1450,2702,2807,1901,533,2551,1583,1732,1661,968,717,S,544,9207,6888,5418,4876,2319,3075,13810,10331,8127,7314,3479,4613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82030613830144,-33.88261097065591]}"
00000000000000000eca_0,741,518,477,461,223,230,966,513,709,699,453,196,1189,929,722,750,260,400,6345,4679,3140,2348,1666,1697,3309,1405,2687,2781,1904,517,2509,1543,1713,1642,966,701,S,544,9211,6927,5372,4770,2284,3086,13816,10390,8058,7153,3426,4628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81976714913097,-33.88261097065591]}"
00000000000000000ecb_0,748,525,478,465,223,232,965,517,709,695,448,198,1195,935,719,738,260,405,6325,4642,3156,2391,1683,1679,3324,1416,2684,2775,1908,516,2528,1562,1721,1647,966,713,S,544,9210,6875,5423,4874,2335,3087,13814,10312,8133,7310,3502,4631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82003664371621,-33.88261097065591]}"
00000000000000000ecc_0,716,490,473,465,226,223,923,479,687,683,444,183,1144,881,690,699,263,383,6509,4895,3109,2301,1614,1754,3321,1455,2693,2827,1866,538,2572,1615,1747,1692,957,730,S,544,9211,6871,5447,4952,2340,3070,13815,10305,8170,7427,3510,4605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.81976714913097,-33.88207198148544]}"
00000000000000000ecd_0,757,532,487,479,225,241,962,516,705,692,446,198,1185,925,714,728,260,402,6412,4756,3139,2359,1656,1714,3331,1414,2705,2815,1917,523,2566,1594,1745,1679,972,728,S,544,9220,6968,5397,4866,2252,3117,13829,10452,8095,7299,3377,4675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82003664371621,-33.88234147607067]}"
00000000000000000ece_0,676,481,430,435,195,199,825,441,641,703,384,189,1007,805,618,646,202,350,5831,4205,3499,3110,1626,1670,2854,808,2474,2571,2046,302,2361,1539,1540,1481,822,639,S,546,9327,6965,6109,6351,2362,2874,13989,10446,9163,9526,3543,4312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82246209498333,-33.88638389484921]}"
00000000000000000ecf_0,681,491,428,430,190,198,820,442,634,701,378,192,1006,809,611,637,197,344,5519,3885,3435,3116,1634,1562,2859,906,2440,2552,1953,337,2365,1563,1519,1446,802,650,S,546,9310,6932,6157,6432,2378,2815,13964,10397,9234,9647,3567,4222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82219260039809,-33.88584490567874]}"
00000000000000000ed0_0,680,495,412,354,185,186,812,442,650,771,370,186,997,801,602,590,196,314,5510,3909,3656,3649,1601,1590,2841,871,2372,2429,1970,345,2337,1544,1457,1149,793,607,S,546,9312,6988,6396,7865,2324,2692,13967,10481,9594,11796,3486,4038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.8230010841538,-33.885575411093505]}"
00000000000000000ed1_0,681,488,434,440,193,202,837,450,648,715,387,195,1030,828,633,668,202,356,5641,3967,3495,3156,1674,1589,2939,916,2506,2618,2023,344,2400,1580,1557,1497,820,655,S,546,9308,6927,6109,6323,2381,2827,13961,10390,9163,9484,3571,4241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82219260039809,-33.885575411093505]}"
00000000000000000ed2_0,669,474,427,427,195,198,815,435,629,691,380,187,1000,801,606,626,199,340,5352,3745,3385,3111,1607,1526,2832,841,2439,2553,1991,317,2353,1553,1515,1443,800,645,S,546,9278,6938,6145,6471,2340,2827,13916,10407,9217,9706,3509,4240,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.8230010841538,-33.88638389484921]}"
00000000000000000ed3_0,674,488,425,429,186,198,817,447,629,703,370,194,1008,812,613,644,196,342,5486,3863,3398,3016,1623,1566,2825,870,2431,2551,1955,336,2347,1555,1511,1441,792,645,S,546,9310,6973,6115,6338,2337,2813,13963,10458,9172,9505,3505,4219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82246209498333,-33.885575411093505]}"
00000000000000000ed4_0,679,489,424,505,190,187,872,502,638,762,370,191,966,764,598,695,202,314,5296,3720,3491,3745,1576,1526,2785,863,2369,2431,1922,323,2322,1541,1467,1221,781,618,S,546,9259,6860,6303,7599,2399,2703,13888,10290,9454,11397,3598,4054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82273158956856,-33.88611440026398]}"
00000000000000000ed5_0,675,487,419,418,188,192,798,428,620,688,370,188,982,784,598,622,198,330,5292,3694,3344,3068,1598,1490,2790,875,2391,2494,1915,323,2318,1532,1490,1408,786,638,S,546,9274,6887,6172,6478,2387,2775,13910,10330,9257,9716,3580,4162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82246209498333,-33.88584490567874]}"
00000000000000000ed6_0,675,487,419,418,188,192,798,428,620,688,370,188,982,784,598,622,198,330,5292,3694,3344,3068,1598,1490,2790,875,2391,2494,1915,323,2318,1532,1490,1408,786,638,S,546,9274,6887,6172,6478,2387,2775,13910,10330,9257,9716,3580,4162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82273158956856,-33.88584490567874]}"
00000000000000000ed7_0,675,487,419,418,188,192,798,428,620,688,370,188,982,784,598,622,198,330,5292,3694,3344,3068,1598,1490,2790,875,2391,2494,1915,323,2318,1532,1490,1408,786,638,S,546,9274,6887,6172,6478,2387,2775,13910,10330,9257,9716,3580,4162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82246209498333,-33.88584490567874]}"
00000000000000000ed8_0,679,489,424,505,190,187,872,502,638,762,370,191,966,764,598,695,202,314,5296,3720,3491,3745,1576,1526,2785,863,2369,2431,1922,323,2322,1541,1467,1221,781,618,S,546,9259,6860,6303,7599,2399,2703,13888,10290,9454,11397,3598,4054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82246209498333,-33.88611440026398]}"
00000000000000000ed9_0,680,488,424,420,192,184,852,475,656,788,377,186,985,782,608,643,203,308,5520,3922,3670,3652,1598,1596,2830,864,2376,2464,1966,328,2330,1535,1458,1182,795,598,S,546,9290,6917,6393,7779,2373,2649,13934,10375,9588,11667,3559,3973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.8230010841538,-33.88584490567874]}"
00000000000000000eda_0,679,479,435,440,200,199,843,453,648,705,390,191,1026,820,622,642,206,356,5916,4275,3544,3207,1641,1679,2891,791,2509,2586,2100,303,2386,1540,1564,1497,846,643,S,546,9323,7006,6126,6424,2317,2896,13984,10509,9188,9635,3475,4344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82219260039809,-33.88638389484921]}"
00000000000000000ee8_0,364,121,298,295,243,36,716,228,620,653,488,86,652,380,437,444,272,118,5432,2706,4197,4115,2726,839,2236,365,2091,2118,1871,112,1192,333,994,972,859,124,S,548,9046,2907,7981,8195,6139,905,13568,4360,11971,12291,9208,1357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.823270578739034,-33.889617829872044]}"
00000000000000000ee9_0,380,141,300,294,239,42,722,237,614,645,485,92,589,301,429,431,288,98,5103,2052,4168,4086,3051,659,2217,269,2103,2091,1948,88,1130,245,992,950,885,97,S,548,8928,2165,8057,8236,6763,678,13391,3247,12085,12352,10144,1017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82380956790951,-33.889617829872044]}"
00000000000000000eea_0,383,140,299,294,243,42,714,232,619,668,482,91,679,426,428,416,253,139,5772,2773,4443,4562,2999,850,2317,426,2082,2048,1891,137,1128,291,960,908,837,108,S,548,9160,2853,8114,8381,6307,920,13739,4279,12170,12571,9460,1381,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.823270578739034,-33.89042631362775]}"
00000000000000000eeb_0,397,153,301,289,244,47,723,252,621,668,471,96,656,406,441,438,250,137,5731,2733,4343,4472,2998,862,2315,436,2111,2091,1879,150,1233,394,989,941,839,137,S,548,9164,2755,8023,8260,6409,909,13744,4132,12033,12389,9612,1363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.823540073324274,-33.89042631362775]}"
00000000000000000eec_0,412,170,316,307,242,58,736,262,619,666,474,98,644,392,463,507,252,137,5727,2681,4105,3940,3046,940,2435,544,2214,2299,1891,191,1412,563,1086,1088,849,191,S,548,9157,2648,7820,7687,6509,912,13734,3972,11728,11529,9762,1368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82380956790951,-33.89015681904251]}"
00000000000000000eed_0,417,166,308,295,251,53,734,267,626,662,467,96,674,423,456,451,251,143,5729,2916,4224,4311,2813,926,2394,534,2141,2133,1860,169,1327,481,1026,980,846,165,S,548,9160,3026,7893,8181,6134,998,13739,4539,11838,12271,9200,1498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82380956790951,-33.89042631362775]}"
00000000000000000733_0,767,613,487,662,154,219,1074,657,774,917,417,226,1372,1172,809,1130,200,447,6013,3983,3615,2707,2030,1455,3661,1786,2783,3061,1875,640,2933,2175,1730,2243,758,766,S,82,9356,6641,5714,3758,2715,2835,14033,9961,8570,5636,4072,4252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.2070308681149,-33.86563281178605]}"
00000000000000000734_0,777,620,491,660,157,220,1073,654,780,919,419,229,1370,1169,815,1158,201,455,6039,4036,3618,2678,2003,1476,3655,1754,2792,3069,1901,640,2925,2161,1736,2265,764,770,S,82,9355,6738,5670,3643,2617,2896,14032,10106,8504,5464,3926,4344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.2070308681149,-33.86590230637128]}"
00000000000000000735_0,761,609,487,657,152,221,1068,656,768,909,412,228,1353,1155,799,1110,198,443,6017,4028,3563,2698,1989,1443,3635,1924,2751,3013,1711,646,2909,2212,1711,2218,697,761,S,82,9359,6636,5710,3826,2723,2843,14038,9953,8564,5738,4085,4265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20730036270013,-33.86536331720082]}"
00000000000000000736_0,759,598,503,681,161,232,1056,627,777,938,429,233,1369,1165,817,1170,204,463,6133,4165,3584,2485,1968,1529,3678,1815,2814,3108,1863,649,2921,2150,1770,2328,771,794,S,82,9356,6852,5576,3318,2504,3020,14033,10277,8363,4976,3756,4530,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.2070308681149,-33.86536331720082]}"
00000000000000000737_0,761,609,487,657,152,221,1068,656,768,909,412,228,1353,1155,799,1110,198,443,6017,4028,3563,2698,1989,1443,3635,1924,2751,3013,1711,646,2909,2212,1711,2218,697,761,S,82,9359,6636,5710,3826,2723,2843,14038,9953,8564,5738,4085,4265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20730036270013,-33.86536331720082]}"
00000000000000000738_0,759,598,503,681,161,232,1056,627,777,938,429,233,1369,1165,817,1170,204,463,6133,4165,3584,2485,1968,1529,3678,1815,2814,3108,1863,649,2921,2150,1770,2328,771,794,S,82,9356,6852,5576,3318,2504,3020,14033,10277,8363,4976,3756,4530,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.2070308681149,-33.86536331720082]}"
00000000000000000739_0,770,608,503,676,162,228,1071,645,788,935,426,229,1380,1173,830,1183,207,464,6099,4109,3666,2574,1990,1567,3687,1675,2852,3124,2012,625,2933,2076,1781,2326,857,782,S,82,9343,6849,5586,3362,2494,2992,14014,10273,8378,5043,3741,4489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20676137352966,-33.86563281178605]}"
0000000000000000073a_0,767,613,487,662,154,219,1074,657,774,917,417,226,1372,1172,809,1130,200,447,6013,3983,3615,2707,2030,1455,3661,1786,2783,3061,1875,640,2933,2175,1730,2243,758,766,S,82,9356,6641,5714,3758,2715,2835,14033,9961,8570,5636,4072,4252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20730036270013,-33.86563281178605]}"
0000000000000000073b_0,777,620,491,660,157,220,1073,654,780,919,419,229,1370,1169,815,1158,201,455,6039,4036,3618,2678,2003,1476,3655,1754,2792,3069,1901,640,2925,2161,1736,2265,764,770,S,82,9355,6738,5670,3643,2617,2896,14032,10106,8504,5464,3926,4344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.2070308681149,-33.86590230637128]}"
0000000000000000073c_0,758,600,501,679,158,224,1067,648,790,938,419,228,1364,1162,831,1174,202,461,6043,4061,3670,2597,1982,1570,3641,1649,2839,3114,1992,619,2911,2064,1770,2328,847,776,S,82,9353,6915,5585,3563,2438,2976,14028,10371,8376,5344,3657,4464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20676137352966,-33.86590230637128]}"
0000000000000000073d_0,759,598,503,681,161,232,1056,627,777,938,429,233,1369,1165,817,1170,204,463,6133,4165,3584,2485,1968,1529,3678,1815,2814,3108,1863,649,2921,2150,1770,2328,771,794,S,82,9356,6852,5576,3318,2504,3020,14033,10277,8363,4976,3756,4530,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20676137352966,-33.86536331720082]}"
0000000000000000073e_0,777,620,491,660,157,220,1073,654,780,919,419,229,1370,1169,815,1158,201,455,6039,4036,3618,2678,2003,1476,3655,1754,2792,3069,1901,640,2925,2161,1736,2265,764,770,S,82,9355,6738,5670,3643,2617,2896,14032,10106,8504,5464,3926,4344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20730036270013,-33.86590230637128]}"
0000000000000000073f_0,777,620,491,660,157,220,1073,654,780,919,419,229,1370,1169,815,1158,201,455,6039,4036,3618,2678,2003,1476,3655,1754,2792,3069,1901,640,2925,2161,1736,2265,764,770,S,82,9355,6738,5670,3643,2617,2896,14032,10106,8504,5464,3926,4344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20730036270013,-33.86590230637128]}"
0000000000000000075a_0,835,688,534,741,147,271,1154,782,852,1084,372,307,1559,1378,973,1462,181,587,7007,4611,3889,2752,2396,1602,3785,1842,2895,3394,1943,731,2857,2117,1799,2370,740,841,S,86,9415,7083,5393,3045,2332,3114,14121,10622,8090,4568,3499,4671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.198137546802116,-33.866710790126994]}"
0000000000000000075b_0,891,713,531,648,178,244,1315,924,857,955,391,284,1697,1469,971,1214,228,534,6988,4568,3875,3027,2420,1473,3681,1715,2879,3168,1966,651,2775,1951,1808,2188,824,755,S,86,9240,6754,5497,4055,2486,2789,13859,10130,8245,6081,3729,4183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.197868052216876,-33.86698028471223]}"
0000000000000000075c_0,835,688,534,741,147,271,1154,782,852,1084,372,307,1559,1378,973,1462,181,587,7007,4611,3889,2752,2396,1602,3785,1842,2895,3394,1943,731,2857,2117,1799,2370,740,841,S,86,9415,7083,5393,3045,2332,3114,14121,10622,8090,4568,3499,4671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.198137546802116,-33.866710790126994]}"
0000000000000000075d_0,635,431,403,388,204,138,1057,645,703,746,412,167,1551,1279,653,649,272,311,6024,4057,3929,3987,1967,1205,3076,1673,2363,2338,1403,432,2096,1384,1366,1351,712,409,S,86,8954,5765,6832,7038,3189,1903,13430,8646,10247,10556,4784,2854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19759855763164,-33.86724977929747]}"
0000000000000000075e_0,931,788,553,764,143,276,1362,994,875,1085,368,315,1776,1590,1019,1477,186,592,7064,4663,3819,2868,2401,1584,3828,1896,2941,3385,1932,743,2922,2183,1866,2412,739,859,S,86,9394,7124,5206,2738,2270,3078,14090,10685,7808,4106,3405,4617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.198137546802116,-33.86698028471223]}"
0000000000000000075f_0,828,680,531,729,148,269,1145,774,847,1066,371,305,1597,1409,972,1418,188,588,6916,4491,3894,2681,2425,1594,3761,1794,2883,3403,1967,729,2820,2070,1782,2360,750,835,S,86,9394,7111,5401,2886,2283,3117,14090,10666,8101,4328,3424,4676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.198137546802116,-33.866441295541755]}"
00000000000000000760_0,659,429,444,415,230,128,1059,564,740,697,495,144,1437,1059,749,650,378,295,5868,3826,3767,3868,2042,1099,3193,1129,2573,2585,2064,365,2143,1162,1470,1291,981,402,S,86,8596,5198,6367,6871,3398,1886,12893,7796,9550,10305,5097,2828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19759855763164,-33.866710790126994]}"
00000000000000000761_0,903,750,547,743,153,274,1305,933,859,1070,372,311,1740,1557,991,1445,183,587,6860,4486,3801,2802,2374,1582,3805,1834,2909,3361,1971,729,2899,2153,1832,2379,746,850,S,86,9407,7056,5254,2723,2351,3119,14110,10584,7881,4084,3526,4679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19840704138735,-33.866710790126994]}"
00000000000000000762_0,921,771,562,755,150,274,1332,950,888,1076,382,311,1746,1531,1041,1446,215,579,7147,4775,3766,2969,2372,1575,3799,1857,2980,3404,1942,735,2906,2134,1908,2421,772,845,S,86,9310,6919,5096,2601,2391,3016,13965,10379,7643,3902,3586,4524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.198137546802116,-33.86724977929747]}"
00000000000000000763_0,805,655,522,735,150,261,1139,764,827,1029,375,289,1514,1323,939,1426,191,565,6804,4444,3854,2667,2360,1604,3725,1769,2844,3294,1956,702,2783,2032,1759,2315,751,816,S,86,9382,6941,5444,2949,2441,3111,14072,10411,8166,4424,3661,4666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19840704138735,-33.866441295541755]}"
00000000000000000764_0,680,464,452,502,216,140,1100,629,742,776,471,155,1410,1081,793,903,329,343,6456,4575,3717,3406,1881,1369,3346,1332,2697,2758,2014,429,2164,1225,1515,1636,939,456,S,86,9010,6096,5986,5710,2914,2280,13514,9143,8978,8564,4371,3420,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19759855763164,-33.866441295541755]}"
00000000000000000765_0,915,767,551,725,148,267,1319,956,867,1018,363,306,1732,1547,1009,1389,185,569,7165,4907,3732,2927,2258,1637,3786,1861,2940,3273,1925,712,2921,2197,1883,2355,724,846,S,86,9404,7039,5104,2570,2365,3062,14106,10558,7656,3855,3548,4592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19840704138735,-33.86724977929747]}"
00000000000000000766_0,776,625,496,604,151,232,1101,729,808,925,372,260,1442,1244,898,1145,198,505,7056,4750,3894,2822,2306,1598,3627,1685,2808,3106,1942,627,2637,1865,1685,2065,772,703,S,86,9347,6879,5644,3997,2468,2852,14020,10318,8465,5995,3702,4277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.197868052216876,-33.866710790126994]}"
00000000000000000767_0,685,505,372,350,180,163,1073,709,648,684,364,193,1541,1324,542,415,217,353,6544,4611,4191,4300,1933,1431,2998,1820,2180,2155,1178,503,2007,1499,1158,1032,508,433,S,88,9297,6448,7303,8252,2849,2125,13945,9672,10954,12377,4273,3188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19490361177928,-33.86778876846794]}"
00000000000000000768_0,827,649,378,350,178,180,1200,846,656,667,354,207,1694,1491,552,377,203,386,6934,5012,4311,4525,1922,1534,3113,1986,2224,2200,1127,556,2069,1600,1186,1079,469,470,S,88,9277,6361,7303,8463,2916,2188,13914,9540,10954,12694,4374,3282,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19517310636452,-33.8675192738827]}"
00000000000000000769_0,901,722,381,346,179,188,1270,916,658,662,354,212,1649,1448,550,353,201,390,6924,5030,4309,4463,1894,1542,3030,1921,2225,2205,1109,563,2064,1605,1188,1082,459,470,S,88,9256,6308,7311,8541,2948,2183,13884,9462,10966,12811,4422,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19517310636452,-33.86724977929747]}"
0000000000000000076a_0,662,492,363,349,170,160,1068,691,646,675,377,189,1534,1331,545,401,203,352,6531,4666,4017,4094,1865,1444,2998,1842,2121,2068,1156,499,2042,1549,1141,1053,493,452,S,88,9311,6745,7170,8223,2566,2231,13966,10118,10753,12333,3848,3347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19463411719405,-33.86778876846794]}"
0000000000000000076b_0,750,569,375,350,181,171,1119,765,654,676,354,200,1703,1503,548,390,200,377,6887,4950,4277,4342,1937,1514,3124,1978,2212,2181,1146,551,2058,1576,1177,1076,482,463,S,88,9278,6392,7304,8355,2886,2168,13916,9587,10956,12531,4329,3253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19517310636452,-33.86778876846794]}"
0000000000000000076c_0,840,669,380,356,171,181,1187,840,651,678,347,204,1604,1404,548,366,200,373,6907,5002,4195,4139,1905,1544,3053,1955,2207,2169,1098,564,2082,1630,1185,1133,452,480,S,88,9279,6371,7245,8375,2908,2206,13917,9555,10867,12561,4362,3308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.195442600949754,-33.86778876846794]}"
0000000000000000076d_0,921,752,387,336,169,189,1274,901,653,671,373,224,1524,1305,562,420,219,388,6137,4252,4126,4268,1885,1364,3125,1958,2173,2156,1167,503,2009,1506,1159,1021,503,442,S,88,9274,6526,7227,8393,2748,2200,13910,9789,10840,12588,4121,3299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19463411719405,-33.86724977929747]}"
0000000000000000076e_0,905,734,382,351,171,188,1265,914,656,664,351,212,1617,1415,554,374,202,383,6804,4911,4212,4287,1893,1510,3053,1946,2207,2148,1107,567,2073,1620,1183,1118,453,480,S,88,9256,6328,7253,8398,2928,2189,13884,9493,10879,12596,4391,3284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.195442600949754,-33.86724977929747]}"
0000000000000000076f_0,750,569,375,350,181,171,1119,765,654,676,354,200,1703,1503,548,390,200,377,6887,4950,4277,4342,1937,1514,3124,1978,2212,2181,1146,551,2058,1576,1177,1076,482,463,S,88,9278,6392,7304,8355,2886,2168,13916,9587,10956,12531,4329,3253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19517310636452,-33.86778876846794]}"
00000000000000000770_0,859,690,379,350,169,181,1211,857,651,675,354,205,1596,1389,549,375,207,373,6902,5005,4216,4295,1897,1537,3049,1934,2208,2163,1115,561,2090,1628,1185,1129,462,481,S,88,9266,6332,7256,8395,2934,2194,13899,9498,10884,12592,4401,3291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.195442600949754,-33.8675192738827]}"
00000000000000000771_0,794,622,377,340,172,174,1195,820,651,672,375,211,1534,1323,554,394,211,375,6417,4524,4087,4166,1893,1404,3070,1904,2152,2106,1166,505,2036,1536,1152,1030,500,449,S,88,9292,6685,7208,8305,2607,2226,13937,10027,10811,12457,3910,3339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19463411719405,-33.8675192738827]}"
00000000000000000772_0,901,722,381,346,179,188,1270,916,658,662,354,212,1649,1448,550,353,201,390,6924,5030,4309,4463,1894,1542,3030,1921,2225,2205,1109,563,2064,1605,1188,1082,459,470,S,88,9256,6308,7311,8541,2948,2183,13884,9462,10966,12811,4422,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19517310636452,-33.86724977929747]}"
00000000000000000773_0,896,721,382,344,175,181,1269,912,656,685,357,215,1659,1436,548,356,223,388,6724,4810,4321,4514,1914,1475,2964,1792,2226,2217,1172,528,1998,1494,1181,1044,504,443,S,88,9290,6359,7351,8631,2931,2140,13935,9539,11026,12945,4396,3210,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19490361177928,-33.86724977929747]}"
00000000000000000774_0,567,426,304,250,141,124,1052,756,558,538,296,183,1621,1461,436,347,160,338,6210,3661,4429,4426,2549,1118,3538,2534,2078,2145,1004,564,2185,1792,1006,887,393,454,S,89,9348,6395,7992,8638,2953,1750,14022,9592,11987,12956,4430,2625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20864783562631,-33.848115663745716]}"
00000000000000000775_0,583,439,311,262,144,125,1075,781,565,540,294,183,1654,1497,455,327,157,344,6280,4017,4299,4316,2263,1183,3582,2591,2057,2132,991,576,2213,1818,1013,881,395,451,S,89,9349,6401,7829,8674,2948,1824,14023,9602,11743,13010,4421,2736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.208378341041076,-33.848115663745716]}"
00000000000000000776_0,568,421,307,256,147,122,1053,754,561,549,299,177,1619,1461,444,331,158,331,6254,4255,4309,4363,1999,1202,3550,2549,2051,2123,1001,565,2174,1776,999,884,398,441,S,89,9343,6384,7865,8701,2959,1803,14013,9575,11797,13051,4438,2704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20864783562631,-33.84784616916048]}"
00000000000000000777_0,567,426,304,250,141,124,1052,756,558,538,296,183,1621,1461,436,347,160,338,6210,3661,4429,4426,2549,1118,3538,2534,2078,2145,1004,564,2185,1792,1006,887,393,454,S,89,9348,6395,7992,8638,2953,1750,14022,9592,11987,12956,4430,2625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20864783562631,-33.848115663745716]}"
00000000000000000778_0,563,420,306,262,143,120,1048,753,567,550,295,178,1624,1467,450,356,157,332,6353,4328,4319,4379,2025,1213,3548,2556,2056,2113,992,567,2155,1764,1003,883,391,433,S,89,9349,6395,7843,8621,2954,1806,14023,9592,11763,12930,4431,2710,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20864783562631,-33.84757667457525]}"
00000000000000000779_0,574,435,309,254,139,125,1066,771,567,535,295,183,1656,1498,457,370,158,342,6336,4312,4319,4495,2024,1205,3565,2571,2057,2124,994,578,2184,1797,1010,879,387,451,S,89,9337,6356,7818,8499,2981,1825,14005,9534,11726,12748,4471,2737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.208108846455836,-33.848115663745716]}"
